C431E2CC-80D7-480F-A57D-851CE5EC25B5,WhiteHat,"Baker Street,London"
9FF8314D-49A9-4806-9A77-AD9E1CF6D21B,Investec,"Gresham Street, London"
6494DEF3-BE51-4757-B780-0581A378499E,Sky,"Osterley, London"
221C8C1D-FF0C-45A8-ADBE-F18DB6619528,Youthsight, "Commercial Road, London"
E45659A4-283F-4328-BC80-A96312099235,Redwood, "Inovation Roundabout, Bracknel"
